"","state_index","form","RSS","AIC","AIC_c","lambda","par_1","par_2","par_3","par_4","par_5","STATE"
"236",14,"GB2",0.000551218704125829,-308.891878670966,-307.679757458844,3589.52035947872,0.194545118946135,0.326651497255035,6.02848944699755,NA,NA,"Indiana"
"237",14,"SARABIA",0.000441007014758836,-303.974567059922,-302.099567059922,3312.71991665104,0.000100967245231315,1.64861210074583,0.355365272887482,0.350269552607716,NA,"Indiana"
"238",14,"WANG",0.000450712924923559,-323.072331703901,-320.362654284546,6129.14052678937,0.853522712305523,0.79999579210963,0.999999997878345,0.696935960007437,54.2928156250878,"Indiana"
"239",15,"KAKWANI_PODDER",0.0619352165046455,-228.583037370452,-228.240180227595,318.026030579109,1.92086510084689,NA,NA,NA,NA,"Iowa"
"240",15,"RASCHE",0.00243480624210929,-304.327294796924,-303.621412443982,3111.6309655925,0.603245928693561,0.653631589986132,NA,NA,NA,"Iowa"
"241",15,"ORTEGA",0.00111748513369011,-314.801398333679,-314.095515980738,4212.195000966,0.621634302900292,0.510411158372192,NA,NA,NA,"Iowa"
"242",15,"CHOTIKAPANICH",0.0511124898013873,-229.641191644099,-229.298334501242,330.473744725037,2.89190555787075,NA,NA,NA,NA,"Iowa"
"243",15,"ABDALLA_HASSAN",0.000900270365922891,-312.612850201098,-311.400728988977,4169.12492648461,0.61165178437341,7.12056852193631e-08,0.512552574026919,NA,NA,"Iowa"
"244",15,"RHODE",0.01924409639083,-236.283179929166,-235.940322786309,415.062195851848,1.31118205580452,NA,NA,NA,NA,"Iowa"
"245",15,"PARETO",0.0936381361608829,-230.452783427947,-230.109926285089,346.461936774369,1.78474453945214,NA,NA,NA,NA,"Iowa"
"246",15,"LOGNORMAL",0.00548814074124646,-285.06329597197,-284.720438829112,1686.95137269866,0.89206045627712,NA,NA,NA,NA,"Iowa"
"247",15,"GAMMA",0.0220145485295453,-255.269655527868,-254.92679838501,684.639158986876,1.3087084170162,NA,NA,NA,NA,"Iowa"
"248",15,"WEIBULL",0.0224402957627797,-251.933107209437,-251.59025006658,632.334627077792,1.12872158276914,NA,NA,NA,NA,"Iowa"
"249",15,"GENERALIZED_GAMMA",0.00550670608925731,-282.920148945035,-282.214266592094,1679.7205232908,42032.8264002337,0.00546164907061729,NA,NA,NA,"Iowa"
"250",15,"DAGUM",0.00149265950119012,-311.705361247812,-310.999478894871,3847.19701682168,0.652912285368581,2.3344009855923,NA,NA,NA,"Iowa"
"251",15,"SINGH_MADDALA",0.00223339728221936,-306.558898680749,-305.853016327808,3316.83491140451,1.26476216329709,1.88193748328667,NA,NA,NA,"Iowa"
"252",15,"GB1",0.00553318886631444,-280.751434169742,-279.539312957621,1672.11866718771,23917.4593493871,48287.3629545091,0.00591309859318223,NA,NA,"Iowa"
"253",15,"GB2",0.000431497278484855,-319.29456771048,-318.082446498359,5038.62778004219,0.196058940734373,0.355745884571321,5.95143055777724,NA,NA,"Iowa"
"254",15,"SARABIA",0.000446003326042995,-313.790965813976,-311.915965813976,4552.47642388667,0.000100066694993116,1.71056196405502,0.291756843145769,0.3479858691455,NA,"Iowa"
"255",15,"WANG",0.000298895506616605,-332.595606425297,-329.885929005942,8388.91903156665,0.877662881340063,0.796059087663301,0.99999999147287,0.709587279350067,52.8769330714027,"Iowa"
"256",16,"KAKWANI_PODDER",0.103642353106413,-219.546131176802,-219.203274033945,233.150053000114,1.95664382869821,NA,NA,NA,NA,"Kansas"
"257",16,"RASCHE",0.00300808470277944,-297.003416936786,-296.297534583845,2428.31005836445,0.554174394928804,0.676267869922699,NA,NA,NA,"Kansas"
"258",16,"ORTEGA",0.0013950685823605,-307.51509750872,-306.809215155779,3285.03185201476,0.583951740899284,0.467039217868416,NA,NA,NA,"Kansas"
"259",16,"CHOTIKAPANICH",0.0870429573139347,-220.678625144697,-220.335768001839,243.040123672101,2.94406634407711,NA,NA,NA,NA,"Kansas"
"260",16,"ABDALLA_HASSAN",0.0011000872899244,-305.317459492435,-304.105338280314,3249.24700604743,0.575494776505973,1.6653534438326e-09,0.470155826860014,NA,NA,"Kansas"
"261",16,"RHODE",0.0271562640590726,-228.807330868429,-228.464473725572,322.76819693451,1.28568001061622,NA,NA,NA,NA,"Kansas"
"262",16,"PARETO",0.078041486487365,-235.630457576678,-235.287600433821,386.957196486208,1.69600540054469,NA,NA,NA,NA,"Kansas"
"263",16,"LOGNORMAL",0.0085570192393195,-272.415488182465,-272.072631039608,1130.00558514245,0.945971025026169,NA,NA,NA,NA,"Kansas"
"264",16,"GAMMA",0.0421506073495499,-241.636988444541,-241.294131301684,440.687297015386,1.23185355305905,NA,NA,NA,NA,"Kansas"
"265",16,"WEIBULL",0.0372844782104709,-239.583484020599,-239.240626877742,426.760852599141,1.07612411778443,NA,NA,NA,NA,"Kansas"
"266",16,"GENERALIZED_GAMMA",0.00860726869347562,-270.232576412869,-269.526694059928,1124.09438916896,47990.5669371691,0.00482058797279146,NA,NA,NA,"Kansas"
"267",16,"DAGUM",0.00211917839037778,-302.940958958035,-302.235076605094,2880.11692200405,0.817392839762003,2.10838228906158,NA,NA,NA,"Kansas"
"268",16,"SINGH_MADDALA",0.0023717020190141,-301.302617511959,-300.596735159018,2744.930045436,1.05192419579378,1.98236454505291,NA,NA,NA,"Kansas"
"269",16,"GB1",0.00867364514047816,-268.034053407049,-266.821932194928,1116.99241189323,28979.9001138593,59887.7422356461,0.00508638688587513,NA,NA,"Kansas"
"270",16,"GB2",0.000573833595519987,-312.181487968268,-310.969366756147,3941.33143665905,0.178330966856223,0.290975414519189,6.63004503400765,NA,NA,"Kansas"
"271",16,"SARABIA",0.000393876100032072,-307.94324147941,-306.06824147941,3706.84714930828,0.000101243994502571,1.64857182681942,0.35263511809742,0.337226431833548,NA,"Kansas"
"272",16,"WANG",0.000398963710577637,-329.220618217587,-326.510940798232,7318.61681910529,0.846223808163653,0.793780897345561,0.999999997733189,0.698723688841324,56.1117420213931,"Kansas"
"273",17,"KAKWANI_PODDER",0.095297219524305,-223.38709380961,-223.044236666753,254.726911232785,2.14881941116176,NA,NA,NA,NA,"Kentucky"
"274",17,"RASCHE",0.00163585087442602,-304.740559566988,-304.034677214047,2934.49073570761,0.57022646321475,0.633445737395284,NA,NA,NA,"Kentucky"
"275",17,"ORTEGA",0.000585993617390869,-311.113094736655,-310.407212383713,3513.88978676527,0.697444247545183,0.470244008968273,NA,NA,NA,"Kentucky"
"276",17,"CHOTIKAPANICH",0.0785372991958145,-224.806040518713,-224.463183375856,267.653161558079,3.17803081300811,NA,NA,NA,NA,"Kentucky"
"277",17,"ABDALLA_HASSAN",0.000722583662407907,-308.957796828112,-307.745675615991,3481.25136200616,0.692815909491156,3.15685696893572e-07,0.473449437185616,NA,NA,"Kentucky"
