"","COUNTY","par_1","par_2"
"426","Harris County, Georgia",0.619054418746714,0.472993554347413
"427","Schley County, Georgia",0.819847732986325,0.525437415483083
"428","Peach County, Georgia",0.790886513431436,0.514640587273366
"429","Chatham County, Georgia",0.663144543852193,0.398403312573703
"430","Jasper County, Georgia",0.639396572487207,0.473073229795246
"431","Brantley County, Georgia",0.730209776616932,0.547475789375061
"432","Fannin County, Georgia",0.681382394674243,0.433533072224549
"433","Macon County, Georgia",0.82947584323396,0.447563733770236
"434","Chattahoochee County, Georgia",0.404621408398774,0.613039430727654
"435","McIntosh County, Georgia",0.756993234150414,0.486891172026947
"436","Banks County, Georgia",0.633018833680546,0.508340465819874
"437","Towns County, Georgia",0.615505633342477,0.471879631858356
"438","Coffee County, Georgia",0.666287096387984,0.360420822071413
"439","Franklin County, Georgia",0.68476200283755,0.476503363780247
"440","Baker County, Georgia",0.709008852370973,0.389572084109919
"441","Jeff Davis County, Georgia",0.584160503604487,0.379184649608678
"442","Gilmer County, Georgia",0.64884086907672,0.423452648030887
"443","Irwin County, Georgia",0.918782779590924,0.484614809430627
"444","Lumpkin County, Georgia",0.652259200969301,0.418176597229265
"445","Walker County, Georgia",0.639363296150563,0.465857474079568
"446","Turner County, Georgia",0.807214627280111,0.474880235039427
"447","Treutlen County, Georgia",0.684112432925276,0.494677187372139
"448","Decatur County, Georgia",0.829780438409877,0.402839026762268
"449","Evans County, Georgia",0.747188225032619,0.456680676751727
"450","Fayette County, Georgia",0.557714385863368,0.457439025396572
"451","Putnam County, Georgia",0.577836104685556,0.402720207450926
"452","Lamar County, Georgia",0.887093422179829,0.544461257802585
"453","Miller County, Georgia",0.715483719708936,0.405286690272261
"454","Marion County, Georgia",0.662608224866249,0.446382329435062
"455","Webster County, Georgia",0.642952267108834,0.433152243690059
"456","Charlton County, Georgia",0.73163911681426,0.521447046406736
"457","Forsyth County, Georgia",0.580157392640471,0.494684954107269
"458","Tattnall County, Georgia",0.80019328039339,0.444321331168115
"459","Jackson County, Georgia",0.630110428143706,0.519371585479342
"460","Appling County, Georgia",0.840813292146431,0.500742966765403
"461","Monroe County, Georgia",0.666704682187331,0.419594786643381
"462","Clay County, Georgia",0.899614553185788,0.475675570761398
"463","Bulloch County, Georgia",0.827454302042905,0.412415829955899
"464","Long County, Georgia",0.669271629136301,0.581143925381651
"465","Lanier County, Georgia",0.917832483764861,0.497989263466162
"466","Carroll County, Georgia",0.559540155584827,0.380443829795159
"467","Burke County, Georgia",0.858587842011786,0.456569537036324
