"","COUNTY","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"690","DeKalb County, Illinois",0,0.00666485609165025,0.0149333258705442,0.0272618533683021,0.0281549040897575,0.0434746991356211,0.0610487358687644,0.0856462861637316,0.110915104510247,0.113161056822295,0.133990816329968,0.155127685977166,0.221907576012929,0.262327904451683,0.329484388219708,0.486768322159673,0.489642658945591,0.628370317621651,0.727553494809237,0.748,0.9,1,NA
"691","Kankakee County, Illinois",0,0.00536886064279553,0.0140537975978195,0.0263211962759518,0.0333353518226959,0.0430068906077321,0.060865574385751,0.0874266571839877,0.110489649347267,0.123440716967422,0.142168206433556,0.172868213684539,0.239555112643821,0.271769407775221,0.346473610916026,0.495397844253361,0.505417706209684,0.651458823862442,0.744253440483481,0.75,0.889,1,NA
"692","Sangamon County, Illinois",0,0.00423495914485171,0.0115597302194171,0.022573861195026,0.0293372282950119,0.0364884707454788,0.0516994600812324,0.0703273610469231,0.0897506852607384,0.107978514888805,0.113963296096023,0.135971052769221,0.188411187290256,0.242404322151024,0.27406028363186,0.408813662870573,0.4505672823219,0.53213367693967,0.619111513884219,0.697,0.857,1,NA
"693","Hancock County, Illinois",0,0.00493568114307427,0.015198604270278,0.0286089770889402,0.0394824041601161,0.0499855598676139,0.0774028241417344,0.107517914166629,0.133432579513847,0.141753006403196,0.180802087924354,0.212930871382338,0.278979078485911,0.305827858389806,0.405850634949538,0.49756802515419,0.593155403935496,0.709057249651963,0.742,0.904,1,NA,NA
"694","Johnson County, Illinois",0,0.00812364259724088,0.0233075635712373,0.0337907893116611,0.0481879962498281,0.0672585588665739,0.0990527231110927,0.119172023149858,0.130407559402169,0.162338585560266,0.211475336530645,0.239676273045086,0.265091121783032,0.314865858522591,0.429818233896048,0.495344415712351,0.581565000617986,0.725255895587499,0.773,0.925,1,NA,NA
"695","Christian County, Illinois",0,0.00588940258331724,0.017552010129623,0.0337044886705025,0.0359721269032031,0.058655675465865,0.084589538324726,0.113791311031299,0.122181189653983,0.146775937512237,0.184963009286972,0.213257496152173,0.264740677799928,0.302909256217785,0.399408649238306,0.482345465174969,0.574089324856107,0.691707703011628,0.732732732732733,0.895895895895896,1,NA,NA
"696","Hamilton County, Illinois",0,0.00561234574348338,0.0214443464307827,0.0309421797508165,0.0420526577720966,0.0660711299664761,0.0851758472991596,0.103365428813354,0.103899369875331,0.137894070530649,0.164359145358887,0.179450293151549,0.237757348494012,0.252142073599208,0.356223661735728,0.449799806459417,0.495221744482283,0.640097644412335,0.697,0.866,1,NA,NA
"697","McLean County, Illinois",0,0.00404506257219469,0.0104436423238672,0.0186652269283375,0.0277370076758525,0.0299365084351975,0.0431338671206287,0.0589031615962999,0.0748978989447463,0.0955120873583482,0.108508619604882,0.114585635285091,0.159113598947236,0.237886703627023,0.248097143576192,0.36673738858874,0.464933685667548,0.490692892976293,0.589309884646357,0.718,0.721379594246029,0.882,1
"698","Jackson County, Illinois",0,0.015283058006232,0.0161672388746625,0.0335632546711998,0.05890343030937,0.0727093470245515,0.081424167643418,0.105042913395704,0.129229615126555,0.163546461568041,0.186398754084344,0.194776914072449,0.225879404047818,0.281406767038387,0.3802203998053,0.387754365523322,0.499289135906971,0.592018460130202,0.653346653346653,0.65607358897292,0.85014985014985,1,NA
"699","McHenry County, Illinois",0,0.00145121592159078,0.0042644378990384,0.00941357817091885,0.0172581377484807,0.0261168496618905,0.0381272066213807,0.0391395762574802,0.0488049965768853,0.0642686543270277,0.0807762551856812,0.120856947240075,0.132580906962275,0.189092218622535,0.279089861331492,0.319780899765874,0.450490258421269,0.489685464212393,0.549635649288016,0.697297504598811,0.726726726726727,0.87987987987988,1
"700","Cass County, Illinois",0,0.00373612970830633,0.014221549739692,0.0281259663413571,0.0435524820943443,0.0560383553322373,0.0825183107157787,0.114100877915367,0.135579155346999,0.149102438731477,0.181113410071482,0.215487402256887,0.282580390219807,0.292003797165255,0.419206425778184,0.502385774265251,0.586683524440574,0.69767047282391,0.752,0.898,1,NA,NA
"701","Monroe County, Illinois",0,0.00119499716760476,0.00407893073653126,0.0105709676219707,0.0204304611212458,0.0339416734712613,0.0445570963463162,0.0495049239829968,0.0664043954465465,0.0809012391956563,0.104869715849771,0.140255637284457,0.151565985750532,0.233524239668605,0.289440733148438,0.376003742102408,0.505461473531894,0.519977314673151,0.614580000161159,0.748,0.748490781586061,0.891,1
"702","Ogle County, Illinois",0,0.0037250463346434,0.0114456034442052,0.0232505106035696,0.0374790594014877,0.0400581792883699,0.0594270947943309,0.083116449069783,0.106011947304417,0.128106907196283,0.133527011190298,0.165200822905139,0.227594554125034,0.276190427961086,0.322111805566549,0.476156349077433,0.503813859631735,0.615058556639704,0.732269768592534,0.760760760760761,0.90990990990991,1,NA
"703","Franklin County, Illinois",0,0.00928043039081364,0.0212881408048932,0.0326967741935484,0.0464206592281987,0.0724009553847638,0.104389340935049,0.115892878880097,0.139906916951513,0.180848837154663,0.213746361359964,0.25046358361954,0.255228727936701,0.32921847335417,0.464159683837523,0.472296530736458,0.605498346567232,0.724,0.726046185112729,0.895,1,NA,NA
"704","Wabash County, Illinois",0,0.00722310590508608,0.0151143673632528,0.029142100830225,0.033545226163318,0.0530764455016739,0.0693525273801131,0.0981563407302737,0.112188665623872,0.126155890068566,0.157759767013502,0.190198360352329,0.254698592227169,0.265486356868484,0.375504750258526,0.469137287931657,0.563535676813615,0.686461620247002,0.7,0.858,1,NA,NA
"705","Crawford County, Illinois",0,0.00337888377150914,0.0153580224762686,0.032129008336818,0.036356058657062,0.0522792472827229,0.0713724259816067,0.096577708212293,0.120754051968099,0.127945884784779,0.162397844899886,0.195377224219787,0.255094730275735,0.257645742217649,0.347828750158831,0.475782094160021,0.508756339094174,0.647940876319174,0.710146951101216,0.721,0.876,1,NA
"706","Lee County, Illinois",0,0.00406488796968815,0.0129492931110553,0.0264361808699877,0.0373995601173021,0.0451712450194631,0.0632968600533722,0.0941528487319449,0.116002869632509,0.126279569892473,0.145069125063455,0.174757859731153,0.245158615815987,0.273007820136852,0.364474383816561,0.489064271749756,0.528725290007581,0.653550455139781,0.715059118699165,0.734,0.892,1,NA
"707","Coles County, Illinois",0,0.00767379773492661,0.0240577587266214,0.0257438670535479,0.0427050411170711,0.0692752751309267,0.0929930948680053,0.0958051965180691,0.126563360725254,0.15289445731882,0.184986891711198,0.215445455060063,0.216835927195991,0.280714935034729,0.37658463211678,0.413888815615932,0.513808410366948,0.612061268126219,0.655,0.833,1,NA,NA
"708","Champaign County, Illinois",0,0.00902717354233263,0.0171251378677158,0.0182048204763744,0.0294967771954085,0.0477343313862651,0.0665684240858877,0.0850130767528806,0.0883467147740197,0.110418510590268,0.133520982401859,0.156423414456069,0.208926076504806,0.213305174440867,0.295072790190927,0.41278571712232,0.430443351813541,0.538069996081492,0.6135444399137,0.665334665334665,0.854145854145854,1,NA
"709","Mason County, Illinois",0,0.00540074727927374,0.0181795058500569,0.0351253737080509,0.0404764911518073,0.0644984663497226,0.0870034213613432,0.116125331873363,0.124975524398257,0.16066887086226,0.191810892368695,0.224583393832067,0.246470092139383,0.292445105874294,0.400375626441787,0.452313246014033,0.542709438153763,0.653473108973507,0.698698698698699,0.874874874874875,1,NA,NA
"710","Calhoun County, Illinois",0,0.00614587920237459,0.0136066426608786,0.0228083560918108,0.0369685934253941,0.0482286949454633,0.0632748962068367,0.0785165453140362,0.11315672797904,0.132882072589515,0.144261884385566,0.167213290351339,0.24303120155177,0.292955150922645,0.390759132902096,0.516629109128681,0.586610888643538,0.696128131944599,0.752796467458429,0.762,0.922,1,NA
"711","Bond County, Illinois",0,0.00774810472346209,0.0165922462347299,0.0300881319881049,0.0317631610942249,0.0502494607574892,0.0806813161518647,0.101607865757227,0.115747112462006,0.125753934063702,0.15780184584445,0.192689799124337,0.260152180356066,0.260475866261398,0.378147278783403,0.481741276595745,0.543957665155355,0.663770970243099,0.738,0.904,1,NA,NA
"712","Edwards County, Illinois",0,0.00715605674120764,0.0188778875001302,0.035442238267148,0.0426302897122548,0.0651180964076707,0.0917549956404473,0.124037095260583,0.129157039711191,0.166375626188974,0.20439553236371,0.261541141622829,0.280131768953069,0.339586269264689,0.464936826607446,0.50548916967509,0.630667602922992,0.753519842067834,0.765,0.923,1,NA,NA
"713","Woodford County, Illinois",0,0.00183406998304658,0.00638185724421326,0.0140143178783503,0.0247597155836136,0.0346822058169983,0.0392765011119348,0.046898446886525,0.0669826889497869,0.0902891089856251,0.112902541304193,0.132071658018285,0.168750718475054,0.24588483432891,0.274670126019274,0.394516890806004,0.483702495675809,0.524006319771997,0.624889890382623,0.716,0.873,1,NA
"714","Logan County, Illinois",0,0.00670797580241386,0.0164312770187718,0.0307321362229102,0.0347938363019694,0.0494944699589771,0.0731946593807021,0.096384254334187,0.117591826625387,0.125974657915083,0.153742811878771,0.18039173832456,0.252878041567285,0.267572012383901,0.380463803714713,0.489781919504644,0.558829539839914,0.674516454512817,0.743,0.902,1,NA,NA
