"","COUNTY","alpha","gamma","Gini"
"538","Clay County, Tennessee",0.841487651468289,0.499149689802448,0.509952959522338
"539","Clay County, Texas",0.62424151649336,0.501185174351585,0.475738223399239
"540","Clay County, West Virginia",0.84093638993173,0.44285343466718,0.477353016739286
"541","Clayton County, Georgia",0.691234081167817,0.444089990275163,0.452094255793788
"542","Clayton County, Iowa",0.55690050126472,0.481043378612969,0.45011626343114
"543","Clear Creek County, Colorado",0.548986017898036,0.549442658689397,0.496330749329906
"544","Clearfield County, Pennsylvania",0.571496463410018,0.521552370453739,0.480274817048321
"545","Clearwater County, Idaho",0.550218802560727,0.478630290326362,0.447246892152538
"546","Clearwater County, Minnesota",0.453171881520867,0.646249610602916,0.559366476492562
"547","Cleburne County, Alabama",0.781216101405191,0.448532847082707,0.470532833565216
"548","Cleburne County, Arkansas",0.547456941957255,0.572030438744818,0.512979474471775
"549","Clermont County, Ohio",0.639971012955728,0.496135211738517,0.475183904278054
"550","Cleveland County, Arkansas",0.693656777047374,0.487244256195449,0.478786420300719
"551","Cleveland County, North Carolina",0.728485662524676,0.49997057826925,0.492635863178223
"552","Cleveland County, Oklahoma",0.556206045138044,0.538867683426076,0.489876322251476
"553","Clinch County, Georgia",1.01169937730675,0.60175644896122,0.597758304241519
"554","Clinton County, Illinois",0.619963595130309,0.459193917837192,0.448045790563359
"555","Clinton County, Indiana",0.628075922843666,0.429413858382046,0.431524255364384
"556","Clinton County, Iowa",0.661306216424296,0.456295416844243,0.453930423831902
"557","Clinton County, Kentucky",0.762247045784622,0.497225033437784,0.496392290826455
"558","Clinton County, Michigan",0.55146004876452,0.537201762954339,0.487850350637025
"559","Clinton County, Missouri",0.546928223263574,0.462955793992456,0.436381444880208
"560","Clinton County, New York",0.681210659758325,0.508116733911212,0.49005041874423
"561","Clinton County, Ohio",0.553229717627277,0.567049653885179,0.510153849396634
"562","Clinton County, Pennsylvania",0.677895661224302,0.472987582285645,0.467153673754743
"563","Cloud County, Kansas",0.636637543922059,0.451954228797931,0.446715495463128
"564","Coahoma County, Mississippi",0.779736249259724,0.650043926824063,0.606108954933114
"565","Coal County, Oklahoma",0.818898070217369,0.495990683736794,0.504576084561744
"566","Cobb County, Georgia",0.594208152119795,0.589819346967487,0.534019296494145
"567","Cochise County, Arizona",0.789265684326357,0.495172453643976,0.499436194197155
"568","Cochran County, Texas",0.785376062383401,0.524536277982852,0.517246117331656
"569","Cocke County, Tennessee",0.855863560751082,0.483359877465019,0.502770597782954
"570","Coconino County, Arizona",0.711328621636005,0.568161561690424,0.535629530369561
"571","Codington County, South Dakota",0.470154531440038,0.583073056194797,0.508684707618526
"572","Coffee County, Alabama",0.735969765905098,0.496977658558151,0.491976700470302
"573","Coffee County, Georgia",0.666287096387984,0.639579177928587,0.583575065276937
"574","Coffee County, Tennessee",0.682330180856974,0.494630606728268,0.481532712607684
"575","Coffey County, Kansas",0.681318352413627,0.439108268000832,0.447342579067103
"576","Coke County, Texas",0.605598617554703,0.523786556208689,0.487762171827582
"577","Colbert County, Alabama",0.667264730465672,0.538991985664461,0.508469272000475
"578","Cole County, Missouri",0.47261574205651,0.565138088714078,0.494956048933681
"579","Coleman County, Texas",0.515615936490325,0.662658287124073,0.583004061306811
"580","Coles County, Illinois",0.652940429722201,0.604260077293739,0.553825784643032
"581","Colfax County, Nebraska",0.612372180461521,0.411957967466938,0.418167384135338
"582","Colfax County, New Mexico",0.801993473262844,0.53982398422725,0.529625416461667
"583","Colleton County, South Carolina",0.651349248569321,0.563094910657413,0.522938526057649
"584","Collier County, Florida",0.408553393526614,0.815555287842584,0.730559439802939
"585","Collin County, Texas",0.506097693646186,0.595823620516632,0.524878993350767
"586","Collingsworth County, Texas",0.458179070495289,0.565587754442678,0.492756148003713
"587","Colonial Heights city, Virginia",0.625072879934677,0.393929430005358,0.410420403755214
"588","Colorado County, Texas",0.611257248951424,0.618983939806657,0.559438819918589
"589","Colquitt County, Georgia",0.669609629638246,0.570064181500518,0.530764525694976
"590","Columbia County, Arkansas",0.822440118663191,0.58549467304367,0.563366922082908
"591","Columbia County, Florida",0.604837417499122,0.55651709874907,0.510803108842382
"592","Columbia County, Georgia",0.532896965106144,0.503595736337912,0.460803989178369
"593","Columbia County, New York",0.469846003622073,0.660576762455778,0.574700743466106
"594","Columbia County, Oregon",0.696129113176939,0.431840347176762,0.445847900992469
"595","Columbia County, Pennsylvania",0.754093009765961,0.489544960782976,0.49032379879512
"596","Columbia County, Washington",0.712478026649397,0.475834247797989,0.47493049136278
"597","Columbia County, Wisconsin",0.516460019862073,0.486235426036918,0.445803695574449
"598","Columbiana County, Ohio",0.62848710504179,0.491904833221694,0.470402911877749
"599","Columbus County, North Carolina",0.790645295781203,0.526634218347952,0.519389623366397
"600","Colusa County, California",0.440812526298974,0.588374130372356,0.507952560324797
"601","Comal County, Texas",0.526414410454866,0.592191158930009,0.525244070979019
"602","Comanche County, Kansas",0.530396019984878,0.556537100721146,0.498413952636673
"603","Comanche County, Oklahoma",0.695409193128542,0.468959692195949,0.467761083974117
"604","Comanche County, Texas",0.626878353785654,0.55413974764593,0.512642600338253
"605","Concho County, Texas",0.563210276069249,0.528255126375369,0.483521989582826
"606","Concordia Parish, Louisiana",0.779938377534965,0.57225890333319,0.54835280727692
"607","Conecuh County, Alabama",0.823055815825867,0.560436443612136,0.546279201055357
"608","Conejos County, Colorado",0.858932533186312,0.477199953038203,0.499660371221395
"609","Contra Costa County, California",0.600915893682371,0.624461447323168,0.562385920778648
"610","Converse County, Wyoming",0.402882786131471,0.566467933569112,0.48343421701524
"611","Conway County, Arkansas",0.720209265451067,0.546486956941822,0.521880213832519
"612","Cook County, Georgia",0.689273197078568,0.547426337597955,0.517764503012606
"613","Cook County, Illinois",0.623503366209941,0.680046381981304,0.612453765654696
"614","Cook County, Minnesota",0.697240972767687,0.458677101301744,0.461855932354272
"615","Cooke County, Texas",0.527866102992144,0.613568941664491,0.542726277796074
"616","Cooper County, Missouri",0.64217345772681,0.451161801525195,0.447269102734656
"617","Coos County, New Hampshire",0.599163968934883,0.527746157847589,0.489402143457207
"618","Coos County, Oregon",0.663137609489658,0.545585527577435,0.512380311253478
"619","Coosa County, Alabama",0.682857671082203,0.512563520950424,0.493235028723151
"620","Copiah County, Mississippi",0.885273956725181,0.479627924093109,0.505109665108991
"621","Corson County, South Dakota",0.89699443987016,0.45133171456256,0.491043251672786
"622","Cortland County, New York",0.644224091987208,0.518031678973127,0.490413444103564
"623","Coryell County, Texas",0.620775941262425,0.42968571897806,0.430261791634097
"624","Coshocton County, Ohio",0.57676527051206,0.469397586706079,0.446316824238228
"625","Costilla County, Colorado",0.816147195085995,0.526679920526922,0.523221238915752
"626","Cottle County, Texas",0.53355319934984,0.555721170444579,0.498343776575464
"627","Cotton County, Oklahoma",0.670282714638799,0.481269884328308,0.470981314973637
"628","Cottonwood County, Minnesota",0.541335851626026,0.562337341418722,0.504623243897685
"629","Covington city, Virginia",0.791903648166312,0.424573760158538,0.458965727857927
"630","Covington County, Alabama",0.689835476627039,0.550486966426835,0.519974416469526
"631","Covington County, Mississippi",0.779216152162589,0.516521912807877,0.511184261119457
"632","Coweta County, Georgia",0.650167655034189,0.483368947216619,0.468760972117948
"633","Cowley County, Kansas",0.692912973962542,0.460865700408098,0.462404227444952
"634","Cowlitz County, Washington",0.680245797896683,0.492314910170193,0.479699429251836
"635","Craig County, Oklahoma",0.6414852659526,0.49427329325241,0.474238279405461
"636","Craig County, Virginia",0.651004961823208,0.443109992495857,0.444065690837322
"637","Craighead County, Arkansas",0.645993541806574,0.580866173705814,0.535119280612667
"638","Crane County, Texas",0.539989338859382,0.385778141759927,0.387751237159034
"639","Craven County, North Carolina",0.566455508887376,0.532119247940544,0.48682797233776
"640","Crawford County, Arkansas",0.612616656592958,0.490988278772256,0.466965518943096
"641","Crawford County, Georgia",0.708323794493397,0.481806386932058,0.477899120279622
"642","Crawford County, Illinois",0.585099106942556,0.534172762047392,0.491501665794253
"643","Crawford County, Indiana",0.773593722718707,0.385734966024005,0.434894622005178
"644","Crawford County, Iowa",0.620176706042197,0.48841603626283,0.466649482551517
"645","Crawford County, Kansas",0.563169323041632,0.630984624365111,0.562361290550059
"646","Crawford County, Michigan",0.536533330305187,0.514491263834236,0.469050093258335
"647","Crawford County, Missouri",0.585879201690907,0.554208007841929,0.506019856641901
"648","Crawford County, Ohio",0.632102771183425,0.465780886117494,0.454407974689173
"649","Crawford County, Pennsylvania",0.577890877397242,0.524647459244457,0.483559137709591
"650","Crawford County, Wisconsin",0.541693969291774,0.525752266347285,0.47793006756101
"651","Creek County, Oklahoma",0.580403580043743,0.556561687536446,0.506837543248865
"652","Crenshaw County, Alabama",0.786051579645122,0.495077356609477,0.498868585899404
"653","Crisp County, Georgia",0.899202952520697,0.572656629982312,0.564643167638681
"654","Crittenden County, Arkansas",0.753249052325167,0.514710199904183,0.505986475051748
"655","Crittenden County, Kentucky",0.911603348595167,0.451056784743102,0.493178804855338
"656","Crockett County, Tennessee",0.57538065556929,0.564442755952957,0.511836997931295
"657","Crockett County, Texas",0.554461092338205,0.519855448203683,0.476057355083698
"658","Crook County, Oregon",0.61078952901038,0.551200150925674,0.507930382349239
"659","Crook County, Wyoming",0.291199355987176,0.631518321243781,0.519579473905554
"660","Crosby County, Texas",0.580910473329614,0.541854651388085,0.49625713373778
"661","Cross County, Arkansas",0.695459876549875,0.507814312750669,0.492221992726593
"662","Crow Wing County, Minnesota",0.513826014127025,0.572388225549944,0.507665026461674
"663","Crowley County, Colorado",0.816879810756128,0.476405894858444,0.49257142020093
"664","Culberson County, Texas",0.700885904604392,0.553305826780527,0.523630924453434
